Person ID,Age,Gender,Undergraduate Major,Undergraduate GPA,Years of Work Experience,Current Job Title,Annual Salary (Before MBA),Has Management Experience,GRE/GMAT Score,Undergrad University Ranking,MBA Funding Source,Desired Post-MBA Role,Expected Post-MBA Salary,Location Preference (Post-MBA),Reason for MBA,Online vs. On-Campus MBA,Decided to Pursue MBA?,Salary Difference,Percent of Life Worked
3070,34,Male,Economics,2.34,9,Engineer,46608,No,574,344,Self-funded,Consultant,128941,Domestic,Networking,On-Campus,Yes,82333,0.264705882
3071,27,Male,Economics,2.52,5,Analyst,55478,No,691,169,Self-funded,Consultant,190771,International,Entrepreneurship,On-Campus,Yes,135293,0.185185185
3072,25,Male,Economics,3.62,4,Manager,76876,No,356,79,Loan,Marketing Director,159395,International,Skill Enhancement,On-Campus,Yes,82519,0.16
3073,33,Female,Engineering,3.04,2,Analyst,68181,No,418,389,Employer,Startup Founder,199642,International,Networking,On-Campus,Yes,131461,0.060606061
3074,26,Male,Engineering,2.91,4,Manager,77623,No,573,457,Scholarship,Finance Manager,173463,International,Networking,Online,Yes,95840,0.153846154
3075,25,Female,Engineering,3.42,9,Consultant,71566,Yes,758,388,Employer,Finance Manager,176029,International,Entrepreneurship,Online,Yes,104463,0.36
3076,34,Male,Arts,3.2,6,Entrepreneur,77780,Yes,395,219,Employer,Startup Founder,108912,International,Networking,Online,No,31132,0.176470588
3077,27,Other,Business,3.94,2,Analyst,75498,No,344,234,Self-funded,Consultant,114836,Domestic,Entrepreneurship,On-Campus,No,39338,0.074074074
3078,22,Male,Economics,3.17,7,Manager,55017,Yes,658,452,Scholarship,Finance Manager,128157,Domestic,Networking,On-Campus,Yes,73140,0.318181818
3079,34,Female,Science,2.93,6,Engineer,65423,No,645,421,Self-funded,Marketing Director,70130,Domestic,Career Growth,On-Campus,Yes,4707,0.176470588
3080,31,Male,Economics,3.09,3,Engineer,68169,No,316,115,Employer,Consultant,165540,International,Entrepreneurship,Online,No,97371,0.096774194
3081,25,Male,Economics,3.62,4,Manager,75999,No,467,13,Scholarship,Executive,176772,International,Entrepreneurship,On-Campus,No,100773,0.16
3082,26,Female,Economics,3.23,9,Entrepreneur,45472,Yes,461,149,Loan,Finance Manager,179268,Domestic,Career Growth,Online,No,133796,0.346153846
3083,26,Male,Economics,3.29,3,Consultant,75322,No,670,267,Loan,Marketing Director,162612,Domestic,Networking,On-Campus,No,87290,0.115384615
3084,25,Female,Business,3.94,1,Consultant,107334,Yes,409,460,Employer,Marketing Director,61450,International,Career Growth,Online,No,-45884,0.04
3085,30,Female,Science,3.24,8,Entrepreneur,65745,Yes,732,14,Employer,Marketing Director,122496,International,Skill Enhancement,On-Campus,Yes,56751,0.266666667
3086,27,Male,Engineering,2.76,0,Analyst,77611,Yes,590,493,Loan,Executive,119855,International,Entrepreneurship,Online,Yes,42244,0
3087,30,Male,Science,3.38,7,Manager,103020,Yes,429,250,Self-funded,Startup Founder,142426,Domestic,Networking,On-Campus,No,39406,0.233333333
3088,28,Female,Economics,3.32,3,Consultant,55500,No,503,420,Scholarship,Executive,171301,International,Skill Enhancement,On-Campus,No,115801,0.107142857
3089,27,Male,Science,2.03,8,Entrepreneur,111641,No,433,397,Scholarship,Marketing Director,71735,Domestic,Networking,Online,Yes,-39906,0.296296296
3090,25,Female,Economics,2.93,2,Consultant,97561,No,635,187,Employer,Consultant,79067,International,Career Growth,On-Campus,Yes,-18494,0.08
3091,21,Female,Science,3.49,6,Consultant,59546,Yes,492,69,Self-funded,Marketing Director,62453,International,Networking,On-Campus,Yes,2907,0.285714286
3092,33,Male,Arts,3,2,Analyst,100313,No,777,277,Scholarship,Executive,89887,International,Networking,Online,Yes,-10426,0.060606061
3093,25,Male,Science,3.56,9,Consultant,41218,Yes,387,457,Self-funded,Executive,149430,Domestic,Skill Enhancement,On-Campus,Yes,108212,0.36
3094,30,Female,Engineering,2.9,6,Manager,48566,Yes,597,353,Scholarship,Executive,127488,International,Career Growth,On-Campus,Yes,78922,0.2
3095,22,Male,Engineering,3.97,1,Entrepreneur,94636,No,375,108,Loan,Executive,174278,Domestic,Career Growth,On-Campus,Yes,79642,0.045454545
3096,33,Male,Science,2.59,2,Analyst,50536,No,594,192,Employer,Marketing Director,156659,Domestic,Networking,On-Campus,No,106123,0.060606061
3097,25,Male,Science,2.18,7,Analyst,92765,No,456,439,Employer,Executive,144926,Domestic,Skill Enhancement,On-Campus,Yes,52161,0.28
3098,25,Female,Business,2.86,6,Entrepreneur,88133,No,651,81,Scholarship,Executive,124390,International,Career Growth,On-Campus,No,36257,0.24
3099,22,Male,Science,3.08,2,Manager,84154,No,507,347,Scholarship,Marketing Director,95323,International,Skill Enhancement,Online,No,11169,0.090909091
3100,25,Male,Engineering,2.7,7,Consultant,63461,Yes,377,449,Scholarship,Finance Manager,85801,Domestic,Entrepreneurship,Online,No,22340,0.28
3101,33,Female,Arts,2.48,8,Consultant,72643,No,545,435,Self-funded,Marketing Director,133470,International,Skill Enhancement,On-Campus,No,60827,0.242424242
3102,24,Male,Engineering,3.34,1,Manager,119860,No,472,197,Scholarship,Consultant,169927,International,Entrepreneurship,On-Campus,Yes,50067,0.041666667
3103,21,Male,Business,2.75,1,Engineer,107635,No,777,332,Self-funded,Startup Founder,105004,Domestic,Entrepreneurship,Online,Yes,-2631,0.047619048
3104,23,Other,Science,3.26,6,Entrepreneur,119101,Yes,419,25,Scholarship,Finance Manager,161696,Domestic,Networking,On-Campus,Yes,42595,0.260869565
3105,21,Female,Arts,3.56,7,Manager,114866,No,610,281,Scholarship,Consultant,137837,Domestic,Career Growth,Online,Yes,22971,0.333333333
3106,32,Female,Engineering,3.52,4,Consultant,61345,Yes,798,140,Employer,Marketing Director,181719,Domestic,Skill Enhancement,Online,No,120374,0.125
3107,31,Male,Arts,2.75,1,Entrepreneur,80175,No,383,11,Self-funded,Finance Manager,169248,Domestic,Skill Enhancement,Online,No,89073,0.032258065
3108,25,Female,Economics,3.14,9,Entrepreneur,105193,Yes,711,94,Loan,Consultant,175450,Domestic,Career Growth,On-Campus,No,70257,0.36
3109,24,Male,Engineering,2.9,4,Consultant,70986,Yes,655,304,Loan,Marketing Director,61644,International,Entrepreneurship,On-Campus,Yes,-9342,0.166666667
3110,27,Male,Economics,3.74,2,Manager,63539,No,619,475,Loan,Consultant,152940,International,Entrepreneurship,Online,Yes,89401,0.074074074
3111,25,Male,Arts,3.76,8,Engineer,51887,No,423,337,Employer,Executive,128295,International,Entrepreneurship,Online,No,76408,0.32
3112,30,Male,Science,2.69,1,Entrepreneur,101999,No,545,478,Self-funded,Executive,72685,Domestic,Career Growth,Online,Yes,-29314,0.033333333
3113,34,Female,Science,2.18,8,Entrepreneur,83466,No,559,387,Loan,Startup Founder,138244,International,Entrepreneurship,Online,No,54778,0.235294118
3114,24,Male,Science,2.34,1,Entrepreneur,115723,Yes,295,331,Self-funded,Consultant,103907,Domestic,Networking,Online,Yes,-11816,0.041666667
3115,22,Female,Economics,2.73,0,Manager,81029,Yes,669,177,Self-funded,Marketing Director,79080,International,Networking,On-Campus,Yes,-1949,0
3116,24,Female,Science,3.13,9,Entrepreneur,80345,No,546,417,Scholarship,Consultant,144236,International,Networking,On-Campus,Yes,63891,0.375
3117,32,Female,Business,3.31,5,Consultant,88780,No,420,47,Employer,Consultant,180746,International,Skill Enhancement,On-Campus,No,91966,0.15625
3118,22,Male,Engineering,2.66,5,Consultant,65234,Yes,566,329,Loan,Executive,85207,Domestic,Skill Enhancement,Online,No,19973,0.227272727
3119,28,Female,Engineering,3.33,3,Analyst,33187,Yes,522,146,Loan,Marketing Director,168502,International,Entrepreneurship,On-Campus,Yes,135315,0.107142857
3120,23,Male,Arts,3.88,1,Entrepreneur,97534,No,764,1,Employer,Marketing Director,115962,International,Networking,Online,No,18428,0.043478261
3121,29,Male,Economics,3.3,9,Engineer,110554,No,327,70,Employer,Marketing Director,158811,Domestic,Networking,Online,Yes,48257,0.310344828
3122,33,Other,Engineering,2.32,2,Analyst,70542,No,452,226,Scholarship,Consultant,92524,International,Skill Enhancement,Online,Yes,21982,0.060606061
3123,24,Male,Economics,3.16,5,Entrepreneur,73976,No,279,133,Self-funded,Startup Founder,76223,International,Career Growth,Online,Yes,2247,0.208333333
3124,33,Male,Arts,3.08,3,Entrepreneur,98044,No,270,3,Scholarship,Finance Manager,169216,International,Networking,Online,Yes,71172,0.090909091
3125,26,Female,Science,3.74,4,Manager,30148,Yes,393,90,Scholarship,Finance Manager,151937,International,Entrepreneurship,Online,No,121789,0.153846154
3126,30,Male,Arts,2.7,8,Manager,81053,Yes,642,357,Loan,Finance Manager,161357,Domestic,Skill Enhancement,On-Campus,No,80304,0.266666667
3127,25,Female,Business,2.85,4,Consultant,85006,Yes,611,232,Loan,Executive,157430,International,Skill Enhancement,Online,Yes,72424,0.16
3128,30,Male,Science,3.2,9,Analyst,40432,No,572,454,Self-funded,Finance Manager,115852,International,Networking,Online,Yes,75420,0.3
3129,33,Male,Science,3.05,7,Analyst,74264,No,520,267,Self-funded,Finance Manager,178167,Domestic,Career Growth,Online,No,103903,0.212121212
3130,21,Male,Science,3.44,1,Analyst,113660,Yes,780,331,Scholarship,Consultant,107211,International,Career Growth,On-Campus,No,-6449,0.047619048
3131,29,Male,Arts,2.08,5,Consultant,34257,No,775,363,Employer,Marketing Director,161302,International,Career Growth,Online,Yes,127045,0.172413793
3132,21,Male,Business,3.13,5,Engineer,93011,Yes,392,296,Scholarship,Marketing Director,100808,Domestic,Networking,On-Campus,No,7797,0.238095238
3133,28,Female,Economics,2.24,4,Engineer,82175,No,516,102,Employer,Consultant,103125,Domestic,Networking,On-Campus,No,20950,0.142857143
3134,29,Female,Arts,2.63,5,Engineer,35577,Yes,312,64,Self-funded,Startup Founder,182670,Domestic,Skill Enhancement,Online,No,147093,0.172413793
3135,29,Female,Engineering,3.32,4,Analyst,42840,No,444,80,Self-funded,Consultant,139623,International,Entrepreneurship,Online,No,96783,0.137931034
3136,21,Male,Engineering,2.31,1,Entrepreneur,110024,Yes,381,212,Loan,Startup Founder,155373,Domestic,Entrepreneurship,Online,Yes,45349,0.047619048
3137,22,Female,Arts,2.62,4,Analyst,94952,No,274,84,Loan,Marketing Director,161074,Domestic,Skill Enhancement,On-Campus,No,66122,0.181818182
3138,32,Female,Economics,3.41,0,Entrepreneur,104107,Yes,323,474,Scholarship,Executive,110593,International,Entrepreneurship,Online,No,6486,0
3139,33,Female,Engineering,3.3,2,Manager,52203,Yes,459,314,Self-funded,Consultant,155345,Domestic,Skill Enhancement,Online,No,103142,0.060606061
3140,21,Male,Economics,2.18,6,Consultant,103141,No,474,227,Loan,Executive,193472,Domestic,Entrepreneurship,Online,No,90331,0.285714286
3141,30,Female,Science,3.15,3,Engineer,38056,No,668,232,Employer,Consultant,137926,Domestic,Skill Enhancement,Online,Yes,99870,0.1
3142,22,Female,Arts,2.29,7,Analyst,72773,Yes,658,256,Self-funded,Finance Manager,124115,International,Networking,On-Campus,Yes,51342,0.318181818
3143,30,Male,Science,2.5,2,Analyst,112620,No,380,237,Employer,Marketing Director,87272,International,Networking,On-Campus,No,-25348,0.066666667
3144,32,Female,Engineering,2.92,6,Manager,72109,No,427,490,Scholarship,Startup Founder,128884,International,Skill Enhancement,Online,No,56775,0.1875
3145,28,Male,Economics,2.22,1,Entrepreneur,53279,Yes,774,153,Scholarship,Marketing Director,99597,Domestic,Networking,On-Campus,Yes,46318,0.035714286
3146,25,Female,Science,3.99,7,Engineer,37873,No,540,286,Loan,Marketing Director,166298,Domestic,Skill Enhancement,Online,No,128425,0.28
3147,32,Female,Engineering,2.33,2,Consultant,110812,No,722,168,Self-funded,Finance Manager,167743,Domestic,Skill Enhancement,Online,No,56931,0.0625
3148,31,Female,Business,3.56,5,Entrepreneur,68087,Yes,395,25,Employer,Consultant,122704,International,Skill Enhancement,On-Campus,No,54617,0.161290323
3149,27,Male,Science,3.66,1,Entrepreneur,100880,No,279,10,Self-funded,Consultant,188352,International,Networking,Online,No,87472,0.037037037
3150,22,Male,Business,3.99,6,Engineer,42226,No,289,365,Loan,Startup Founder,108595,Domestic,Networking,Online,Yes,66369,0.272727273
3151,28,Female,Business,2.86,3,Consultant,85050,No,279,313,Employer,Finance Manager,150974,International,Career Growth,Online,Yes,65924,0.107142857
3152,31,Male,Engineering,3.75,5,Engineer,64037,Yes,435,163,Loan,Executive,81873,International,Entrepreneurship,On-Campus,Yes,17836,0.161290323
3153,26,Male,Arts,3.92,1,Engineer,72756,No,593,283,Employer,Startup Founder,193676,International,Career Growth,Online,Yes,120920,0.038461538
3154,28,Female,Economics,2.35,2,Analyst,68411,No,602,252,Employer,Executive,150920,Domestic,Entrepreneurship,Online,Yes,82509,0.071428571
3155,21,Male,Engineering,2.96,2,Consultant,106331,Yes,321,452,Scholarship,Executive,132779,International,Skill Enhancement,Online,No,26448,0.095238095
3156,21,Male,Science,2.12,3,Entrepreneur,118684,No,261,62,Scholarship,Finance Manager,66864,International,Skill Enhancement,On-Campus,Yes,-51820,0.142857143
3157,32,Male,Economics,3.24,0,Engineer,70025,Yes,641,208,Self-funded,Consultant,76379,International,Entrepreneurship,Online,No,6354,0
3158,27,Male,Arts,3.16,5,Manager,84236,Yes,327,413,Self-funded,Marketing Director,148835,International,Entrepreneurship,Online,Yes,64599,0.185185185
3159,28,Female,Engineering,2.41,5,Consultant,56396,No,523,355,Loan,Executive,110648,Domestic,Entrepreneurship,On-Campus,Yes,54252,0.178571429
3160,33,Female,Arts,3.6,3,Manager,88659,Yes,485,149,Scholarship,Marketing Director,66930,International,Entrepreneurship,On-Campus,Yes,-21729,0.090909091
3161,23,Female,Science,2.07,7,Entrepreneur,82514,Yes,353,169,Scholarship,Consultant,147235,International,Networking,On-Campus,Yes,64721,0.304347826
3162,25,Female,Engineering,3.61,4,Consultant,108192,Yes,643,415,Loan,Marketing Director,121213,International,Skill Enhancement,On-Campus,No,13021,0.16
3163,32,Female,Science,2.05,9,Analyst,59959,Yes,286,147,Employer,Executive,148057,International,Networking,On-Campus,Yes,88098,0.28125
3164,21,Female,Economics,3.31,3,Consultant,93556,No,534,492,Employer,Finance Manager,154766,International,Skill Enhancement,On-Campus,No,61210,0.142857143
3165,27,Male,Economics,2.16,6,Entrepreneur,97727,No,353,294,Scholarship,Finance Manager,129084,International,Skill Enhancement,Online,Yes,31357,0.222222222
3166,25,Female,Arts,2.5,9,Analyst,93543,Yes,549,416,Self-funded,Startup Founder,150387,International,Skill Enhancement,On-Campus,No,56844,0.36
3167,28,Male,Arts,3.44,9,Entrepreneur,88920,No,779,4,Scholarship,Executive,89322,Domestic,Networking,Online,No,402,0.321428571
3168,33,Female,Economics,2.56,7,Consultant,108343,Yes,484,78,Self-funded,Startup Founder,134943,Domestic,Career Growth,On-Campus,No,26600,0.212121212
3169,28,Female,Business,3.02,1,Entrepreneur,88677,Yes,614,65,Self-funded,Marketing Director,158547,Domestic,Skill Enhancement,On-Campus,No,69870,0.035714286
3170,29,Male,Economics,3.83,0,Consultant,73383,No,781,104,Scholarship,Startup Founder,66686,Domestic,Entrepreneurship,On-Campus,Yes,-6697,0
3171,27,Female,Engineering,2.1,5,Analyst,90168,No,674,83,Loan,Consultant,125300,International,Networking,On-Campus,No,35132,0.185185185
3172,31,Male,Science,3.62,1,Consultant,98581,Yes,752,48,Self-funded,Consultant,148678,International,Career Growth,Online,No,50097,0.032258065
3173,21,Female,Economics,2.13,7,Entrepreneur,33265,No,603,416,Self-funded,Finance Manager,184723,International,Entrepreneurship,Online,Yes,151458,0.333333333
3174,33,Male,Economics,2.25,4,Entrepreneur,84854,Yes,412,381,Self-funded,Startup Founder,191270,Domestic,Networking,On-Campus,No,106416,0.121212121
3175,23,Female,Science,2.24,1,Entrepreneur,68685,No,434,264,Self-funded,Executive,117899,Domestic,Career Growth,On-Campus,No,49214,0.043478261
3176,28,Male,Science,3.99,4,Manager,61056,Yes,625,133,Employer,Finance Manager,184388,Domestic,Career Growth,On-Campus,Yes,123332,0.142857143
3177,23,Male,Engineering,2.36,1,Manager,85403,No,523,200,Loan,Marketing Director,119145,Domestic,Entrepreneurship,On-Campus,Yes,33742,0.043478261
3178,28,Male,Science,3.79,5,Manager,97904,Yes,346,177,Loan,Marketing Director,101819,Domestic,Career Growth,On-Campus,No,3915,0.178571429
3179,21,Male,Arts,3.98,7,Engineer,97035,No,754,198,Scholarship,Finance Manager,138337,International,Skill Enhancement,Online,No,41302,0.333333333
3180,25,Male,Economics,2.77,1,Consultant,118349,No,392,99,Employer,Consultant,174218,International,Career Growth,On-Campus,Yes,55869,0.04
3181,24,Female,Science,3.26,5,Manager,69726,Yes,678,309,Self-funded,Consultant,82632,International,Skill Enhancement,Online,No,12906,0.208333333
3182,25,Male,Engineering,3.56,5,Entrepreneur,63623,Yes,624,383,Self-funded,Marketing Director,68999,Domestic,Career Growth,Online,No,5376,0.2
3183,28,Male,Science,2.79,0,Entrepreneur,113870,No,780,116,Self-funded,Consultant,94970,Domestic,Entrepreneurship,On-Campus,Yes,-18900,0
3184,30,Male,Economics,2.32,8,Manager,99563,Yes,294,60,Self-funded,Marketing Director,144066,Domestic,Career Growth,On-Campus,Yes,44503,0.266666667
3185,34,Female,Business,2.87,7,Manager,115236,No,352,445,Employer,Consultant,112588,International,Career Growth,On-Campus,Yes,-2648,0.205882353
3186,24,Female,Science,3.54,3,Entrepreneur,46745,No,501,446,Loan,Marketing Director,119782,International,Career Growth,Online,Yes,73037,0.125
3187,31,Female,Arts,3.56,6,Manager,56248,Yes,406,459,Self-funded,Marketing Director,68553,Domestic,Career Growth,On-Campus,Yes,12305,0.193548387
3188,24,Female,Economics,2.46,3,Engineer,93709,No,731,397,Self-funded,Marketing Director,68906,International,Networking,On-Campus,Yes,-24803,0.125
3189,23,Male,Engineering,2.35,7,Engineer,110309,Yes,265,345,Scholarship,Consultant,148349,International,Career Growth,Online,No,38040,0.304347826
3190,27,Male,Economics,3.84,9,Engineer,83820,No,399,307,Employer,Executive,167660,International,Career Growth,On-Campus,Yes,83840,0.333333333
3191,23,Male,Business,2.09,1,Analyst,58623,Yes,577,413,Loan,Marketing Director,135771,Domestic,Entrepreneurship,On-Campus,Yes,77148,0.043478261
3192,32,Female,Engineering,3.47,1,Engineer,82485,No,560,20,Scholarship,Consultant,111327,International,Skill Enhancement,Online,Yes,28842,0.03125
3193,23,Other,Business,2.09,2,Entrepreneur,83548,Yes,731,291,Loan,Executive,106620,International,Entrepreneurship,Online,No,23072,0.086956522
3194,31,Male,Business,3.68,3,Analyst,111472,No,757,90,Scholarship,Marketing Director,84941,Domestic,Entrepreneurship,Online,No,-26531,0.096774194
3195,30,Male,Arts,3.81,5,Entrepreneur,35068,Yes,322,371,Self-funded,Executive,184030,Domestic,Skill Enhancement,On-Campus,No,148962,0.166666667
3196,25,Male,Science,2.59,4,Entrepreneur,48980,Yes,348,84,Loan,Startup Founder,174160,International,Entrepreneurship,Online,Yes,125180,0.16
3197,25,Male,Arts,2.15,9,Manager,67858,Yes,644,231,Loan,Marketing Director,124575,Domestic,Skill Enhancement,Online,No,56717,0.36
3198,34,Female,Arts,2.96,9,Consultant,108827,No,460,363,Loan,Marketing Director,120718,International,Career Growth,Online,No,11891,0.264705882
3199,26,Male,Arts,2.6,6,Engineer,70169,No,686,41,Employer,Consultant,105297,International,Career Growth,Online,Yes,35128,0.230769231
3200,28,Female,Engineering,2.83,5,Consultant,83861,Yes,794,239,Loan,Startup Founder,87503,International,Skill Enhancement,Online,Yes,3642,0.178571429
3201,30,Male,Science,3.33,3,Consultant,92573,No,448,172,Self-funded,Consultant,152010,International,Skill Enhancement,On-Campus,Yes,59437,0.1
3202,26,Female,Science,2.42,9,Manager,83218,Yes,605,300,Self-funded,Finance Manager,154678,International,Career Growth,Online,Yes,71460,0.346153846
3203,32,Female,Engineering,2.71,8,Consultant,99528,No,271,134,Self-funded,Startup Founder,181035,Domestic,Skill Enhancement,On-Campus,No,81507,0.25
3204,21,Female,Arts,3.57,6,Engineer,39082,No,708,191,Scholarship,Marketing Director,195183,Domestic,Entrepreneurship,On-Campus,No,156101,0.285714286
3205,28,Female,Arts,3.29,0,Analyst,119966,Yes,693,145,Self-funded,Marketing Director,68073,Domestic,Skill Enhancement,On-Campus,Yes,-51893,0
3206,28,Female,Business,2.65,7,Entrepreneur,31695,Yes,718,376,Loan,Marketing Director,101930,Domestic,Entrepreneurship,On-Campus,Yes,70235,0.25
3207,29,Female,Business,3.33,3,Engineer,37378,No,577,114,Self-funded,Startup Founder,110889,Domestic,Entrepreneurship,On-Campus,Yes,73511,0.103448276
3208,29,Female,Economics,3.53,6,Manager,74220,Yes,710,91,Self-funded,Marketing Director,98970,Domestic,Career Growth,On-Campus,Yes,24750,0.206896552
3209,22,Female,Business,3.18,1,Analyst,119272,No,478,297,Scholarship,Finance Manager,96031,International,Career Growth,Online,Yes,-23241,0.045454545
3210,22,Other,Science,2.48,2,Manager,39528,No,794,491,Loan,Executive,90313,International,Entrepreneurship,Online,No,50785,0.090909091
3211,23,Female,Engineering,2,0,Engineer,92424,Yes,443,467,Scholarship,Startup Founder,72425,Domestic,Career Growth,On-Campus,No,-19999,0
3212,21,Female,Arts,3.61,1,Entrepreneur,30248,Yes,642,490,Self-funded,Executive,155923,Domestic,Career Growth,On-Campus,Yes,125675,0.047619048
3213,24,Female,Economics,3.65,4,Consultant,39888,Yes,710,224,Scholarship,Consultant,137413,International,Entrepreneurship,On-Campus,No,97525,0.166666667
3214,34,Male,Business,3.4,1,Consultant,45118,No,531,491,Employer,Consultant,141103,Domestic,Entrepreneurship,On-Campus,No,95985,0.029411765
3215,24,Male,Economics,2.15,5,Manager,96224,Yes,616,151,Employer,Startup Founder,194873,International,Skill Enhancement,Online,Yes,98649,0.208333333
3216,34,Male,Engineering,3.17,5,Analyst,113619,No,429,38,Scholarship,Marketing Director,79508,Domestic,Career Growth,Online,No,-34111,0.147058824
3217,29,Female,Engineering,3.64,5,Entrepreneur,30223,No,642,169,Loan,Consultant,83879,International,Entrepreneurship,Online,No,53656,0.172413793
3218,29,Female,Economics,2.78,2,Manager,64527,No,502,31,Loan,Consultant,142242,Domestic,Skill Enhancement,On-Campus,Yes,77715,0.068965517
3219,29,Male,Economics,2.4,2,Entrepreneur,50199,Yes,498,400,Loan,Finance Manager,111454,Domestic,Career Growth,Online,Yes,61255,0.068965517
3220,30,Female,Economics,3.18,9,Manager,111973,Yes,384,123,Loan,Consultant,154905,International,Career Growth,Online,Yes,42932,0.3
3221,27,Female,Arts,3.65,6,Analyst,108883,No,562,387,Scholarship,Consultant,195155,Domestic,Career Growth,Online,No,86272,0.222222222
3222,34,Male,Science,2.1,3,Engineer,112619,No,434,80,Self-funded,Consultant,126476,International,Career Growth,Online,No,13857,0.088235294
3223,22,Female,Business,3.19,5,Consultant,118545,No,368,498,Scholarship,Marketing Director,63045,Domestic,Entrepreneurship,Online,No,-55500,0.227272727
3224,30,Female,Business,3.29,7,Entrepreneur,49755,No,578,371,Loan,Consultant,192858,Domestic,Skill Enhancement,On-Campus,No,143103,0.233333333
3225,25,Male,Business,3.2,2,Entrepreneur,34384,No,552,144,Loan,Startup Founder,94086,Domestic,Networking,On-Campus,Yes,59702,0.08
3226,24,Female,Economics,3.3,8,Analyst,96987,Yes,333,68,Loan,Marketing Director,120039,Domestic,Networking,On-Campus,No,23052,0.333333333
3227,32,Female,Economics,3.26,8,Entrepreneur,95846,Yes,687,69,Employer,Finance Manager,63017,International,Skill Enhancement,Online,Yes,-32829,0.25
3228,31,Male,Economics,2.26,2,Engineer,77154,No,712,182,Loan,Consultant,67090,Domestic,Entrepreneurship,On-Campus,No,-10064,0.064516129
3229,28,Male,Arts,2.47,5,Engineer,47506,No,561,220,Scholarship,Marketing Director,81853,Domestic,Entrepreneurship,Online,Yes,34347,0.178571429
3230,22,Other,Arts,3.24,4,Analyst,108386,No,792,343,Scholarship,Marketing Director,154064,Domestic,Networking,On-Campus,Yes,45678,0.181818182
3231,26,Male,Arts,2.04,3,Manager,104710,Yes,573,298,Self-funded,Consultant,189939,Domestic,Career Growth,On-Campus,Yes,85229,0.115384615
3232,33,Male,Arts,3.27,7,Manager,58372,No,439,192,Employer,Finance Manager,119585,Domestic,Skill Enhancement,On-Campus,Yes,61213,0.212121212
3233,25,Male,Engineering,3.33,9,Entrepreneur,111548,No,670,126,Loan,Consultant,169881,International,Entrepreneurship,Online,Yes,58333,0.36
3234,32,Female,Arts,2.48,8,Entrepreneur,35423,Yes,506,19,Scholarship,Consultant,158809,Domestic,Entrepreneurship,Online,Yes,123386,0.25
3235,22,Female,Arts,3.2,8,Analyst,39841,Yes,546,89,Self-funded,Startup Founder,129548,Domestic,Skill Enhancement,On-Campus,Yes,89707,0.363636364
3236,31,Female,Arts,3.07,4,Engineer,118915,No,677,83,Self-funded,Marketing Director,148521,International,Networking,On-Campus,Yes,29606,0.129032258
3237,30,Male,Business,2.52,4,Analyst,47966,No,404,318,Employer,Executive,115514,Domestic,Skill Enhancement,Online,Yes,67548,0.133333333
3238,21,Female,Business,2.93,2,Manager,44601,Yes,449,259,Self-funded,Finance Manager,115753,Domestic,Skill Enhancement,On-Campus,Yes,71152,0.095238095
3239,28,Male,Business,3.82,8,Engineer,118089,No,587,264,Self-funded,Finance Manager,167030,International,Career Growth,On-Campus,Yes,48941,0.285714286
3240,22,Male,Science,2.85,0,Entrepreneur,108766,Yes,528,218,Loan,Marketing Director,147918,International,Networking,On-Campus,No,39152,0
3241,27,Male,Engineering,3.26,2,Manager,111835,No,504,415,Employer,Executive,158650,International,Skill Enhancement,On-Campus,No,46815,0.074074074
3242,29,Male,Economics,2.07,6,Consultant,36784,Yes,726,275,Self-funded,Executive,169645,Domestic,Skill Enhancement,On-Campus,Yes,132861,0.206896552
3243,29,Female,Arts,2.16,6,Manager,104092,Yes,713,119,Employer,Executive,121120,International,Networking,On-Campus,Yes,17028,0.206896552
3244,28,Female,Business,2.16,4,Engineer,113088,No,683,209,Loan,Marketing Director,86765,Domestic,Skill Enhancement,On-Campus,No,-26323,0.142857143
3245,31,Male,Engineering,3.56,5,Engineer,38336,Yes,754,321,Self-funded,Consultant,68432,Domestic,Networking,On-Campus,No,30096,0.161290323
3246,34,Female,Arts,2.7,3,Analyst,31066,Yes,451,309,Self-funded,Finance Manager,193921,Domestic,Entrepreneurship,On-Campus,Yes,162855,0.088235294
3247,32,Female,Science,2.46,7,Engineer,39768,No,714,269,Scholarship,Executive,185561,Domestic,Skill Enhancement,Online,Yes,145793,0.21875
3248,30,Female,Economics,3.49,3,Consultant,37182,No,783,59,Loan,Consultant,137420,Domestic,Networking,Online,Yes,100238,0.1
3249,29,Male,Arts,2.34,9,Consultant,42416,No,289,185,Loan,Finance Manager,84365,Domestic,Skill Enhancement,On-Campus,No,41949,0.310344828
3250,22,Female,Economics,2.49,5,Engineer,83305,Yes,379,427,Self-funded,Finance Manager,167044,International,Career Growth,On-Campus,No,83739,0.227272727
3251,26,Male,Arts,2.86,4,Entrepreneur,75109,Yes,663,12,Loan,Startup Founder,142710,Domestic,Entrepreneurship,On-Campus,Yes,67601,0.153846154
3252,24,Female,Science,2.66,9,Engineer,88591,No,421,224,Scholarship,Executive,100939,International,Skill Enhancement,Online,No,12348,0.375
3253,34,Male,Engineering,3.17,5,Entrepreneur,74746,Yes,480,88,Self-funded,Marketing Director,150988,International,Skill Enhancement,On-Campus,No,76242,0.147058824
3254,24,Female,Economics,2.68,2,Engineer,103860,Yes,486,98,Scholarship,Consultant,103295,International,Career Growth,On-Campus,Yes,-565,0.083333333
3255,25,Male,Economics,2.79,2,Manager,41837,Yes,259,408,Employer,Executive,112651,Domestic,Career Growth,Online,No,70814,0.08
